META; english/premier-league/chelsea-v-crystal-palace; 2017-03-06 00:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw 1-1; 5; 5; 11/2; 11/2; 11/2; 5; 6; 5; 19/4; 5; 5; 5; 5; 11/2; 5; 5; 53/10; 21/4; 28/5; 53/10; ; 27/5; 23/4; 5; 23/4; ; 28/5; 29/5; 
Ingolstadt 1-0; 11/2; 11/2; 6; 6; 6; 5; 13/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 60/11; 21/4; 6; 60/11; ; 27/5; 6; 11/2; 6; ; 29/5; 6; 
Draw 0-0; 7; 15/2; 8; 15/2; 7; 7; 15/2; 15/2; 7; 7; 7; 13/2; 13/2; 15/2; 7; 7; 13/2; 11/2; 13/2; 13/2; ; 39/5; 13/2; ; 13/2; ; 38/5; 38/5; 
Ingolstadt 2-1; 8; 15/2; 9; 8; 8; 8; 9; 8; 17/2; 8; 8; 8; 15/2; 17/2; 8; 15/2; 8; 17/2; 17/2; 8; ; 17/2; 17/2; 8; 17/2; ; 17/2; 43/5; 
Mainz 05 1-0; 8; 8; 17/2; 8; 8; 7; 9; 9; 15/2; 8; 8; 15/2; 15/2; 8; 15/2; 15/2; 29/4; 7; 17/2; 29/4; ; 15/2; 17/2; 15/2; 17/2; ; 17/2; 43/5; 
Ingolstadt 2-0; 17/2; 17/2; 10; 9; 9; 17/2; 10; 9; 17/2; 9; 9; 9; 9; 9; 8; 17/2; 33/4; 17/2; 19/2; 33/4; ; 17/2; 19/2; 17/2; 19/2; ; 10; 51/5; 
Mainz 05 2-1; 11; 10; 12; 11; 11; 11; 12; 11; 11; 11; 11; 11; 11; 12; 11; 10; 21/2; 11; 23/2; 21/2; ; 12; 23/2; 11; 23/2; ; 59/5; 12; 
Mainz 05 2-0; 16; 14; 18; 16; 14; 12; 17; 16; 14; 16; 16; 14; 16; 16; 12; 14; 14; 27/2; 15; 14; ; 16; 15; 14; 15; ; 16; 89/5; 
Draw 2-2; 14; 14; 16; 16; 14; 12; 17; 14; 14; 14; 14; 14; 14; 16; 12; 14; 61/4; 16; 16; 61/4; ; 18; 16; 14; 16; ; 83/5; 17; 
Ingolstadt 3-1; 18; 16; 20; 18; 18; 12; 20; 18; 20; 18; 18; 16; 18; 20; 16; 16; 69/4; 37/2; 19; 69/4; ; 20; 19; 18; 19; ; 21; 21; 
Ingolstadt 3-0; 20; 18; 22; 20; 18; 16; 21; 20; 20; 20; 20; 18; 20; 20; 18; 18; 71/4; 18; 18; 71/4; ; 20; 18; 18; 18; ; 88/5; 22; 
Mainz 05 3-1; 28; 25; 33; 33; 28; 25; 35; 30; 33; 28; 33; 28; 28; 33; 25; 28; 107/4; 28; 29; 107/4; ; 36; 29; 33; 29; ; 37; 42; 
Ingolstadt 3-2; 33; 28; 35; 33; 28; 25; 35; 33; 33; 28; 33; 28; 33; 33; 25; 28; 117/4; 35; 33; 117/4; ; 40; 33; 33; 33; ; 35; 37; 
Mainz 05 3-0; 40; 33; 45; 40; 40; 40; 50; 40; 40; 40; 45; 33; 40; 40; 33; 33; 135/4; 35; 35; 135/4; ; 47; 35; 40; 35; ; 8; 65; 
Mainz 05 3-2; 40; 33; 45; 40; 40; 40; 45; 40; 50; 40; 40; 33; 40; 40; 33; 33; 145/4; 50; 40; 145/4; ; 50; 40; 40; 40; ; 51; 55; 
Ingolstadt 4-1; 40; 40; 55; 50; 40; 40; 55; 50; 50; 40; 50; 40; 55; 45; 40; 40; 159/4; 50; 45; 159/4; ; 60; 45; 50; 45; ; ; ; 
Any Other Score; ; ; 45; ; ; ; ; ; 66; ; ; ; ; ; ; ; ; 40; ; ; ; 50; ; ; ; ; ; ; 
Ingolstadt 4-0; 40; 50; 55; 50; 50; 50; 55; 60; 50; 50; 50; 40; 66; 45; 50; 40; 163/4; 50; 45; 163/4; ; 60; 45; 50; 45; ; ; ; 
Draw 3-3; 50; 66; 80; 80; 66; 50; 90; 80; 100; 66; 70; 50; 75; 90; 50; 50; 233/4; 100; 80; 233/4; ; 110; 80; 80; 80; ; 94; 100; 
Ingolstadt 4-2; 66; 66; 85; 80; 80; 66; 90; 90; 100; 75; 80; 50; 80; 90; 66; 66; 233/4; 100; 80; 233/4; ; 110; 80; 100; 80; ; ; ; 
Mainz 05 4-1; 66; 66; 110; 80; 80; 80; 100; 90; 100; 90; 90; 66; 80; 100; 80; 66; 63; 125; 80; 63; ; 130; 80; 100; 80; ; ; ; 
Mainz 05 4-0; 80; 80; 150; 100; 100; 100; 150; 150; 100; 125; 100; 80; 100; 100; 100; 80; 285/4; 150; 100; 285/4; ; 170; 100; 150; 100; ; ; ; 
Ingolstadt 5-0; 100; 100; ; 150; 125; 100; 150; 175; 100; 125; 125; 80; 150; 150; 100; 100; 313/4; ; 130; 313/4; ; ; 130; 150; 130; ; ; ; 
Mainz 05 4-2; 100; 80; 125; 100; 100; 80; 150; 125; 100; 100; 100; 80; 100; 150; 100; 80; 299/4; 150; 125; 299/4; ; 180; 125; 150; 125; ; ; ; 
Ingolstadt 5-1; 100; 100; ; 150; 125; 100; 150; 200; 100; 125; 125; 80; 150; 150; 100; 100; 77; ; 130; 77; ; ; 130; 150; 130; ; ; ; 
Ingolstadt 4-3; 150; 100; 175; 125; 125; 150; 200; 250; ; 150; 125; 100; 150; 200; 125; 100; 345/4; 250; 200; 345/4; ; 280; 200; 250; 200; ; ; ; 
Ingolstadt 5-2; 150; ; ; 250; 150; 150; 200; 325; ; 175; 150; 100; 150; 200; 200; 125; ; ; 225; ; ; ; 225; 250; 225; ; ; ; 
Mainz 05 4-3; 200; ; 225; 150; 200; 150; 300; 275; ; 175; 150; 100; 150; 200; 200; 150; ; 250; 275; ; ; 340; 275; 250; 275; ; ; ; 
Mainz 05 5-1; 250; ; ; 250; 200; ; 325; 425; 100; 250; 150; 100; 175; 300; ; 200; ; ; 300; ; ; ; 300; 250; 300; ; ; ; 
Draw 4-4; 450; ; 250; 200; 250; ; 350; 500; ; 300; 150; 100; 175; 300; ; 200; ; 250; 400; ; ; 350; 400; ; 400; ; ; ; 
Draw 5-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 10-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 11-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 5-3; 450; ; ; ; 300; ; 325; 500; ; 300; 200; ; 175; 300; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 5-4; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-0; 400; ; ; 300; 300; ; 325; 500; 100; 300; 200; ; 175; 300; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-1; 400; ; ; 300; 250; ; 325; 500; ; 300; 150; ; 175; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-2; ; ; ; 500; 300; ; 350; 500; ; 375; 200; ; 175; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-3; ; ; ; ; 250; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 7-0; ; ; ; 500; 400; ; 350; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 7-1; ; ; ; 500; 400; ; 350; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 7-2; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 8-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 8-1; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 9-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ingolstadt 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 10-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 11-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 5-0; 350; ; ; 300; 250; ; 350; 500; 100; 300; 150; 100; 175; 300; ; 200; ; ; 350; ; ; ; 350; ; 350; ; ; ; 
Mainz 05 5-2; 400; ; ; 300; 250; ; 325; 500; ; 300; 150; 100; 175; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 5-3; ; ; ; ; 300; ; 350; 500; ; 400; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 5-4; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-0; ; ; ; 500; 300; ; 325; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-1; ; ; ; 500; 300; ; 325; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-2; ; ; ; 500; 300; ; 325; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-3; ; ; ; ; 250; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 7-0; ; ; ; ; 300; ; 325; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 7-1; ; ; ; ; 300; ; 325; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 7-2; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 8-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 8-1; ; ; ; ; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 9-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mainz 05 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 04:15:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 1/4; 2/7; 1/4; 1/4; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 3/10; ; ; 2/7; 
Draw; 19/4; 4; 9/2; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 9/2; 63/13; ; ; 9/2; 
Crystal Palace; 11; 10; 13; 11; 12; 10; 12; 9; 10; 11; 11; 10; 12; 10; 10; 11; 45/4; 10; 21/2; 45/4; 13; 10; 21/2; 11; 11; ; ; 58/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 04:27:53 GMT+3; ; e70300-dr003
Democrats; ; ; ; 8/11; 8/11; ; ; ; 11/10; 8/11; 8/11; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; 3/4; ; 8/11; ; 
Republicans; ; ; ; 1; 5/4; ; ; ; ; 26/19; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1; ; 1; ; 20/21; ; 
Independent; ; ; ; ; 25; ; ; ; ; 25; 25; ; ; ; ; ; ; ; ; ; ; ; 30; ; 30; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 04:29:39 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 1/4; 2/7; 1/4; 1/4; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 3/10; ; ; 2/7; 
Draw; 19/4; 4; 9/2; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 9/2; 63/13; ; ; 9/2; 
Crystal Palace; 11; 10; 13; 11; 12; 10; 12; 9; 10; 11; 11; 10; 12; 10; 10; 11; 45/4; 10; 21/2; 45/4; 13; 10; 21/2; 11; 11; ; ; 58/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 05:45:27 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 1/4; 2/7; 1/4; 1/4; 3/10; 2/7; 2/7; 3/11; 5/19; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 3/10; ; ; 2/7; 3/10
Draw; 19/4; 4; 9/2; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 4; 47/10; 19/4; 23/5; 47/10; 5; 9/2; 19/4; 9/2; 63/13; ; ; 22/5; 24/5
Crystal Palace; 11; 10; 13; 11; 12; 10; 12; 9; 10; 11; 11; 10; 12; 10; 10; 11; 45/4; 21/2; 21/2; 45/4; 13; 10; 21/2; 11; 11; ; ; 48/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 07:45:29 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 1/4; 2/7; 1/4; 1/4; 3/10; 2/7; 2/7; 3/11; 5/19; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 3/10; ; ; 2/7; 3/10
Draw; 19/4; 4; 9/2; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 4; 19/4; 19/4; 23/5; 19/4; 5; 9/2; 19/4; 9/2; 63/13; ; ; 9/2; 24/5
Crystal Palace; 11; 11; 13; 11; 12; 10; 12; 9; 10; 11; 11; 10; 12; 10; 10; 11; 45/4; 21/2; 21/2; 45/4; 13; 10; 21/2; 11; 11; ; ; 56/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 08:23:29 GMT+3; 2017-04-02 18:30; e70300-dr003
Steaua Bucharest; 21/20; ; 11/10; ; ; ; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 1; 1; ; 21/20; 11/10; 10/9; 1; 5/4; ; 19/17; ; 19/17; ; 1; 20/21; 
Draw; 21/10; ; 21/10; ; ; ; 11/5; 21/10; 2; 11/5; 2; 2; 11/5; 23/10; 11/5; ; 11/5; 21/10; 21/10; 21/10; 11/5; ; 28/13; ; 28/13; ; 2; 21/10; 
Dynamo Bucharest; 3; ; 13/5; ; ; ; 27/10; 13/5; 5/2; 11/4; 5/2; 5/2; 13/5; 23/10; 13/5; ; 45/17; 27/10; 5/2; 28/11; 66/25; ; 28/11; ; 28/11; ; 2; 19/10; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 12:53:00 GMT+3; 2017-04-01 07:00; e70300-dr003
Yokohama F-Marinos; 13/10; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 13/10; ; ; 7/5; 6/5; 27/20; ; ; 13/10; 5/4; ; 5/4; 5/4; ; 24/19; 5/4; 6/5; 5/4; ; ; 13/10; 13/10
Cerezo Osaka; 2; 2; 21/10; 2; 21/10; 9/5; 21/10; 2; ; ; 9/5; 2; 21/10; ; ; 2; 28/13; ; 11/5; 28/13; ; 17/9; 11/5; 21/10; 11/5; ; ; 2; 23/10
Draw; 12/5; 11/5; 43/20; 11/5; 11/5; 43/20; 23/10; 21/10; ; ; 2; 21/10; 11/5; ; ; 11/5; 23/10; ; 11/5; 23/10; ; 11/5; 11/5; 23/10; 11/5; ; ; 9/4; 12/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 13:45:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 2/7; 1/4; 3/10; 30/100; 2/7; 3/11; 5/19; 1/4; 3/11; 29/100; 5/18; 5/18; 3/10; 3/10; ; ; 2/7; 3/10
Draw; 19/4; 4; 9/2; 9/2; 17/4; 470/100; 19/4; 9/2; 9/2; 17/4; 9/2; 4; 9/2; 24/5; 9/2; 4; 19/4; 19/4; 23/5; 19/4; 5; 23/5; 19/4; 9/2; 63/13; ; ; 23/5; 5
Crystal Palace; 11; 11; 13; 11; 12; 12; 12; 9; 11; 11; 11; 12; 12; 10; 11; 11; 45/4; 21/2; 21/2; 45/4; 12; 11; 21/2; 11; 11; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 15:45:48 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 1/4; 3/10; 30/100; 2/7; ; 5/19; 1/4; 3/11; 29/100; 5/18; 5/18; 3/10; 3/10; ; ; 2/7; 3/10
Draw; 19/4; 4; 9/2; 9/2; 17/4; 470/100; 19/4; 9/2; 9/2; 17/4; 9/2; 4; 9/2; 24/5; 9/2; 4; ; 19/4; 23/5; 19/4; 5; 23/5; 19/4; 9/2; 63/13; ; ; 23/5; 5
Crystal Palace; 11; 11; 13; 11; 12; 12; 12; 9; 11; 11; 11; 12; 12; 10; 11; 11; ; 21/2; 21/2; 45/4; 12; 12; 21/2; 11; 11; ; ; 12; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 17:45:46 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 2/7; 1/3; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 2/7; 3/10; 30/100; 2/7; 3/11; 5/19; 1/4; 5/18; 3/10; 4/13; 5/18; 3/10; 3/10; ; ; 2/7; 3/10
Draw; 19/4; 4; 17/4; 9/2; 17/4; 470/100; 19/4; 9/2; 9/2; 4; 9/2; 4; 9/2; 9/2; 19/4; 9/2; 50/11; 19/4; 23/5; 49/11; 24/5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 21/5
Crystal Palace; 11; 11; 11; 11; 12; 12; 12; 9; 11; 11; 11; 12; 12; 10; 10; 11; 12; 21/2; 21/2; 47/4; 12; 10; 21/2; 11; 11; ; ; 12; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 20:15:36 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 3/10; 1/3; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 2/7; 2/7; 5/19; 2/7; 2/7; 3/10; 4/13; 2/7; 3/10; 4/13; ; ; 3/10; 3/10
Draw; 19/4; 4; 17/4; 9/2; 17/4; 470/100; 19/4; 9/2; 17/4; 4; 17/4; 4; 17/4; 9/2; 9/2; 9/2; 22/5; 19/4; 22/5; 22/5; 24/5; 9/2; 22/5; 17/4; 9/2; ; ; 9/2; 24/5
Crystal Palace; 11; 10; 11; 11; 12; 12; 12; 9; 10; 11; 11; 12; 12; 10; 11; 11; 47/4; 21/2; 23/2; 47/4; 12; 10; 23/2; 11; 23/2; ; ; 63/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 21:45:41 GMT+3; 2017-04-01 15:00; e70300-dr003
Preston; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 20/23; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 9/10; 5/6; 10/11; 20/21; 11/12; 13/15; 19/20; 9/10; ; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 23/10; 51/20; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 40/17; 28/11; 5/2; 13/5; ; 12/5; 12/5; 5/2
Nottingham Forest; 16/5; 16/5; 31/10; 16/5; 16/5; 3; 10/3; 3; 3; 3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 41/13; 14/5; 3; 41/13; 10/3; 10/3; 3; 3; 31/10; ; 3; 3; 10/3
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 03:45:18 GMT+3; 2017-04-01 15:00; e70300-dr003
Crewe; 11/8; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 17/11; 7/5; 16/11; 157/100; 7/5; 10/7; 7/5; 10/7; ; 7/5; 7/5; 6/4
Cambridge; 2; 2; 39/20; 15/8; 21/10; 9/5; 2; 15/8; 2; 2; 2; 19/10; 21/10; 2; 21/10; 2; 39/19; 7/4; 2; 39/19; 103/50; 37/19; 39/19; 2; 39/19; ; 19/10; 19/10; 21/10
Draw; 11/5; 11/5; 41/20; 21/10; 11/5; 41/20; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 2; 39/19; 111/50; 28/13; 39/19; 21/10; 39/19; ; 2; 21/10; 11/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 05:45:17 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 3/10; 3/10; 2/7; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 2/7; 3/10; 30/100; 2/7; 5/18; 5/19; 2/7; 5/18; 33/100; 4/13; 2/7; 3/10; 4/13; ; ; 3/10; 3/10
Draw; 9/2; 19/5; 17/4; 9/2; 4; 17/4; 9/2; 9/2; 9/2; 4; 9/2; 4; 17/4; 9/2; 9/2; 9/2; 49/11; 19/4; 22/5; 49/11; 9/2; 9/2; 22/5; 17/4; 9/2; ; ; 22/5; 23/5
Crystal Palace; 12; 10; 12; 11; 12; 12; 12; 9; 10; 11; 11; 12; 12; 11; 11; 11; 12; 21/2; 23/2; 12; 23/2; 10; 23/2; 11; 23/2; ; ; 58/5; 62/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 08:15:39 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/3; 1/3; 1/3; 2/7; 3/10; 3/10; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 1/3; 7/20; 30/100; 1/3; 4/13; 5/19; 3/10; 4/13; 33/100; 1/3; 6/19; 1/3; 10/29; ; 1/3; 1/3; 1/3
Draw; 9/2; 18/5; 4; 9/2; 4; 17/4; 22/5; 9/2; 4; 15/4; 4; 15/4; 4; 9/2; 9/2; 4; 21/5; 19/4; 21/5; 21/5; 9/2; 22/5; 21/5; 4; 17/4; ; 21/5; 21/5; 21/5
Crystal Palace; 10; 10; 10; 11; 12; 11; 11; 9; 9; 9; 10; 10; 10; 9; 11; 10; 43/4; 21/2; 10; 43/4; 23/2; 42/5; 10; 10; 41/4; ; 54/5; 53/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 09:45:22 GMT+3; 2017-03-28 19:45; e70300-dr003
Portugal; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 10/21; 1/2; 4/9; 10/21; 51/100; 11/21; 6/13; 1/2; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 11/4; 3; 3; 11/4; 3; 3; 3; 3; 14/5; 3; 11/4; 3; 29/10; 16/5; 3; 3; 31/10; 14/5; 3; 16/5; 41/13; 56/19; 3; 41/13; ; 3; 3; 3
Sweden; 6; 5; 13/2; 6; 6; 11/2; 11/2; 6; 6; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 25/4; 6; 13/2; 25/4; 7; 59/10; 13/2; 13/2; 113/17; ; 34/5; 33/5; 7
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 11:45:22 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 30/100; 1/3; 4/13; 3/10; 1/3; 4/13; 8/25; 1/3; 1/3; 1/3; 6/17; ; ; 1/3; 1/3
